genre,tmdbId,title,vi,Ri,WR_g,m_g,C_g
(No Genre),14291,Searching for Bobby Fischer,45,3.933333333333333,3.789183494549072,13.0,3.2902032833727834
(No Genre),15764,Sophie's Choice,26,4.038461538461538,3.7890421200986197,13.0,3.2902032833727834
(No Genre),12498,Sling Blade,66,3.8863636363636362,3.788261299795521,13.0,3.2902032833727834
(No Genre),961,The General,14,4.25,3.787875654957266,13.0,3.2902032833727834
(No Genre),177572,Big Hero 6,21,4.095238095238095,3.7874306671719467,13.0,3.2902032833727834
(No Genre),9443,Chariots of Fire,42,3.9404761904761907,3.7867753215244764,13.0,3.2902032833727834
(No Genre),583,Life of Brian,91,3.857142857142857,3.786275410421598,13.0,3.2902032833727834
(No Genre),910,The Big Sleep,32,3.984375,3.7838365040854707,13.0,3.2902032833727834
(No Genre),205,Hotel Rwanda,32,3.984375,3.7838365040854707,13.0,3.2902032833727834
(No Genre),10427,Red Rock West,18,4.138888888888889,3.782988473672458,13.0,3.2902032833727834
(No Genre),9386,In the Line of Fire,80,3.8625,3.782501534234905,13.0,3.2902032833727834
(No Genre),16858,All That Jazz,20,4.1,3.780989172237763,13.0,3.2902032833727834
(No Genre),81,Nausicaä of the Valley of the Wind,20,4.1,3.780989172237763,13.0,3.2902032833727834
(No Genre),747,Shaun of the Dead,70,3.8714285714285714,3.780393285347545,13.0,3.2902032833727834
(No Genre),8321,In Bruges,38,3.9473684210526314,3.7798557388989447,13.0,3.2902032833727834
(No Genre),20156,Exotica,13,4.269230769230769,3.7797170263017765,13.0,3.2902032833727834
(No Genre),10515,Castle in the Sky,22,4.068181818181818,3.7792183623956053,13.0,3.2902032833727834
(No Genre),1672,The Professional,22,4.068181818181818,3.7792183623956053,13.0,3.2902032833727834
(No Genre),11382,Bullets Over Broadway,40,3.9375,3.778729107242381,13.0,3.2902032833727834
(No Genre),221,Rebel Without a Cause,40,3.9375,3.778729107242381,13.0,3.2902032833727834
(No Genre),881,A Few Good Men,76,3.861842105263158,3.7783442998184964,13.0,3.2902032833727834
(No Genre),641,Requiem for a Dream,69,3.869565217391304,3.777715154681051,13.0,3.2902032833727834
(No Genre),150540,Inside Out,24,4.041666666666667,3.7776389914553024,13.0,3.2902032833727834
(No Genre),162,Edward Scissorhands,89,3.848314606741573,3.777182771410257,13.0,3.2902032833727834
(No Genre),18183,Like Water for Chocolate,62,3.879032258064516,3.7769685691179493,13.0,3.2902032833727834
(No Genre),804,Roman Holiday,26,4.019230769230769,3.776221607278107,13.0,3.2902032833727834
(No Genre),11235,Local Hero,17,4.147058823529412,3.7757547561282063,13.0,3.2902032833727834
(No Genre),212,Arsenic and Old Lace,37,3.945945945945946,3.7754528536769234,13.0,3.2902032833727834
(No Genre),7863,Shine,37,3.945945945945946,3.7754528536769234,13.0,3.2902032833727834
(No Genre),33,Unforgiven,57,3.8859649122807016,3.7753234669120883,13.0,3.2902032833727834
(No Genre),674,Harry Potter and the Goblet of Fire,59,3.8813559322033897,3.7746200372756413,13.0,3.2902032833727834
(No Genre),36557,Casino Royale,61,3.877049180327869,3.7739546308627863,13.0,3.2902032833727834
(No Genre),2280,Big,107,3.8317757009345796,3.7731053556987186,13.0,3.2902032833727834
(No Genre),9549,The Right Stuff,45,3.911111111111111,3.771942115238727,13.0,3.2902032833727834
(No Genre),5156,Bicycle Thieves,23,4.043478260869565,3.771462296773505,13.0,3.2902032833727834
(No Genre),914,The Great Dictator,23,4.043478260869565,3.771462296773505,13.0,3.2902032833727834
(No Genre),12626,Broadcast News,36,3.9444444444444446,3.770870258854004,13.0,3.2902032833727834
(No Genre),10835,The Killer,14,4.214285714285714,3.7693571364387477,13.0,3.2902032833727834
(No Genre),45269,The King's Speech,40,3.925,3.76929514497823,13.0,3.2902032833727834
(No Genre),7326,Juno,72,3.8541666666666665,3.767913443339367,13.0,3.2902032833727834
(No Genre),26617,Five Easy Pieces,20,4.075,3.765837657086248,13.0,3.2902032833727834
(No Genre),582,The Lives of Others,37,3.9324324324324325,3.7654528536769236,13.0,3.2902032833727834
(No Genre),18971,Rosencrantz & Guildenstern Are Dead,22,4.045454545454546,3.764932648109891,13.0,3.2902032833727834
(No Genre),475,Bonnie and Clyde,56,3.875,3.764820908461539,13.0,3.2902032833727834
(No Genre),24,Kill Bill: Vol. 1,111,3.81981981981982,3.764295505514889,13.0,3.2902032833727834
(No Genre),45612,Source Code,24,4.020833333333333,3.7641254779417883,13.0,3.2902032833727834
(No Genre),813,Airplane!,106,3.8207547169811322,3.7627953166709767,13.0,3.2902032833727834
(No Genre),49538,X-Men: First Class,28,3.982142857142857,3.762747382532834,13.0,3.2902032833727834
(No Genre),702,A Streetcar Named Desire,40,3.9125,3.7598611827140793,13.0,3.2902032833727834
(No Genre),9388,Thank You for Smoking,40,3.9125,3.7598611827140793,13.0,3.2902032833727834
(No Genre),3035,Frankenstein,15,4.166666666666667,3.7597372387087926,13.0,3.2902032833727834
(No Genre),10712,Far from Heaven,15,4.166666666666667,3.7597372387087926,13.0,3.2902032833727834
(No Genre),226,Boys Don't Cry,44,3.897727272727273,3.759169169892038,13.0,3.2902032833727834
(No Genre),100402,Captain America: The Winter Soldier,17,4.117647058823529,3.7590880894615393,13.0,3.2902032833727834
(No Genre),665,Ben-Hur,46,3.891304347826087,3.758858350573664,13.0,3.2902032833727834
(No Genre),1592,Primal Fear,50,3.88,3.758295915616606,13.0,3.2902032833727834
(No Genre),10315,Fantastic Mr. Fox,23,4.021739130434782,3.7575734078846157,13.0,3.2902032833727834
(No Genre),31174,Richard III,23,4.021739130434782,3.7575734078846157,13.0,3.2902032833727834
(No Genre),650,Boyz n the Hood,27,3.9814814814814814,3.7568160670961546,13.0,3.2902032833727834
(No Genre),381,To Catch a Thief,29,3.9655172413793105,3.756491492472528,13.0,3.2902032833727834
(No Genre),1883,Malcolm X,29,3.9655172413793105,3.756491492472528,13.0,3.2902032833727834
(No Genre),9013,Midnight Run,29,3.9655172413793105,3.756491492472528,13.0,3.2902032833727834
(No Genre),8963,Crimson Tide,80,3.83125,3.755619813804797,13.0,3.2902032833727834
(No Genre),9322,La Femme Nikita,39,3.91025641025641,3.7552431285355032,13.0,3.2902032833727834
(No Genre),11934,The Hudsucker Proxy,49,3.877551020408163,3.7543974626426806,13.0,3.2902032833727834
(No Genre),12,Finding Nemo,122,3.80327868852459,3.7538714272877494,13.0,3.2902032833727834
(No Genre),14242,American Movie,14,4.178571428571429,3.7508386179202287,13.0,3.2902032833727834
(No Genre),12429,Ponyo,14,4.178571428571429,3.7508386179202287,13.0,3.2902032833727834
(No Genre),17015,Persuasion,18,4.083333333333333,3.7507304091563287,13.0,3.2902032833727834
(No Genre),1391,Y Tu Mamá También,26,3.980769230769231,3.7505805816370814,13.0,3.2902032833727834
(No Genre),19,Metropolis,26,3.980769230769231,3.7505805816370814,13.0,3.2902032833727834
(No Genre),9475,Scent of a Woman,30,3.95,3.7505265740429343,13.0,3.2902032833727834
(No Genre),10669,Deliverance,32,3.9375,3.7505031707521375,13.0,3.2902032833727834
(No Genre),859,Dangerous Liaisons,34,3.926470588235294,3.75048175923077,13.0,3.2902032833727834
(No Genre),9430,Go,50,3.87,3.750359407680098,13.0,3.2902032833727834
(No Genre),8587,The Lion King,200,3.7775,3.7477588858396533,13.0,3.2902032833727834
(No Genre),153,Lost in Translation,85,3.8176470588235296,3.7476800273861857,13.0,3.2902032833727834
(No Genre),1700,Misery,45,3.8777777777777778,3.7460800462732102,13.0,3.2902032833727834
(No Genre),1091,The Thing,33,3.9242424242424243,3.74505744964883,13.0,3.2902032833727834
(No Genre),12444,Harry Potter and the Deathly Hallows: Part 1,33,3.9242424242424243,3.74505744964883,13.0,3.2902032833727834
(No Genre),873,The Color Purple,31,3.935483870967742,3.744832788269232,13.0,3.2902032833727834
(No Genre),901,City Lights,23,4.0,3.7436845189957273,13.0,3.2902032833727834
(No Genre),3121,Nashville,21,4.023809523809524,3.7433130201131233,13.0,3.2902032833727834
(No Genre),8816,My Life as a Dog,19,4.052631578947368,3.7428950838701933,13.0,3.2902032833727834
(No Genre),81310,Winnie the Pooh and the Blustery Day,17,4.088235294117647,3.7424214227948727,13.0,3.2902032833727834
(No Genre),4480,Jean de Florette,17,4.088235294117647,3.7424214227948727,13.0,3.2902032833727834
(No Genre),11778,The Deer Hunter,48,3.8645833333333335,3.7421744702269866,13.0,3.2902032833727834
(No Genre),69,Walk the Line,42,3.880952380952381,3.741320776069931,13.0,3.2902032833727834
(No Genre),670,Oldboy,32,3.921875,3.7393920596410264,13.0,3.2902032833727834
(No Genre),433,Mary Poppins,78,3.8141025641025643,3.7392598097125953,13.0,3.2902032833727834
(No Genre),22538,Scott Pilgrim vs. the World,26,3.9615384615384617,3.7377600688165686,13.0,3.2902032833727834
(No Genre),9008,The Insider,45,3.8666666666666667,3.7374593566180376,13.0,3.2902032833727834
(No Genre),9331,Clear and Present Danger,115,3.7869565217391306,3.7365050209675483,13.0,3.2902032833727834
(No Genre),9665,Glory,58,3.836206896551724,3.736234403997834,13.0,3.2902032833727834
(No Genre),9366,Donnie Brasco,39,3.8846153846153846,3.736012359304734,13.0,3.2902032833727834
(No Genre),11176,The Muppet Movie,35,3.9,3.7348467225801287,13.0,3.2902032833727834
(No Genre),601,E.T. the Extra-Terrestrial,160,3.76875,3.7327898421031573,13.0,3.2902032833727834
(No Genre),10528,Sherlock Holmes,40,3.875,3.731559295921626,13.0,3.2902032833727834
(No Genre),1587,What's Eating Gilbert Grape,88,3.7954545454545454,3.730422204790556,13.0,3.2902032833727834
(No Genre),3080,Top Hat,21,4.0,3.728607137760182,13.0,3.2902032833727834
(No Genre),578,Jaws,108,3.7777777777777777,3.725393741188811,13.0,3.2902032833727834
(No Genre),137113,Edge of Tomorrow,26,3.9423076923076925,3.724939555996056,13.0,3.2902032833727834
(No Genre),521,Dial M for Murder,26,3.9423076923076925,3.724939555996056,13.0,3.2902032833727834
(No Genre),264660,Ex Machina,26,3.9423076923076925,3.724939555996056,13.0,3.2902032833727834
(No Genre),207,Dead Poets Society,95,3.7842105263157895,3.7247466915170944,13.0,3.2902032833727834
(No Genre),587,Big Fish,55,3.827272727272727,3.72459768652715,13.0,3.2902032833727834
(No Genre),28257,The Maltese Falcon,15,4.1,3.724022952994506,13.0,3.2902032833727834
(No Genre),21450,Naked,15,4.1,3.724022952994506,13.0,3.2902032833727834
(No Genre),620,Ghostbusters,147,3.761904761904762,3.7235790167740386,13.0,3.2902032833727834
(No Genre),13475,Star Trek,51,3.8333333333333335,3.7230100419350967,13.0,3.2902032833727834
(No Genre),13776,Diner,22,3.977272727272727,3.7220755052527483,13.0,3.2902032833727834
(No Genre),17204,Paradise Lost: The Child Murders at Robin Hood Hills,13,4.153846153846154,3.722024718609469,13.0,3.2902032833727834
(No Genre),5176,3:10 to Yuma,20,4.0,3.7203831116317025,13.0,3.2902032833727834
(No Genre),14285,The Thin Blue Line,20,4.0,3.7203831116317025,13.0,3.2902032833727834
(No Genre),39514,RED,18,4.027777777777778,3.7184723446401997,13.0,3.2902032833727834
(No Genre),10020,Beauty and the Beast,176,3.75,3.718373770814001,13.0,3.2902032833727834
(No Genre),10637,Remember the Titans,39,3.858974358974359,3.716781590073965,13.0,3.2902032833727834
(No Genre),8447,Angels and Insects,16,4.0625,3.7162980235809027,13.0,3.2902032833727834
(No Genre),252,Willy Wonka & the Chocolate Factory,148,3.7533783783783785,3.7159791471046346,13.0,3.2902032833727834
(No Genre),9344,Kids,23,3.9565217391304346,3.7159067412179496,13.0,3.2902032833727834
(No Genre),2502,The Bourne Supremacy,74,3.7905405405405403,3.7157775021131743,13.0,3.2902032833727834
(No Genre),37136,The Naked Gun: From the Files of Police Squad!,35,3.8714285714285714,3.7140133892467952,13.0,3.2902032833727834
(No Genre),25188,The Last Picture Show,21,3.9761904761904763,3.713901255407241,13.0,3.2902032833727834
(No Genre),2640,Heathers,61,3.80327868852459,3.7131438200519753,13.0,3.2902032833727834
(No Genre),18129,The Grifters,40,3.85,3.7126913713933245,13.0,3.2902032833727834
(No Genre),8469,Animal House,59,3.805084745762712,3.7121200372756413,13.0,3.2902032833727834
(No Genre),766,Army of Darkness,52,3.8173076923076925,3.711886810520711,13.0,3.2902032833727834
(No Genre),16619,Ordinary People,31,3.8870967741935485,3.7107418791783227,13.0,3.2902032833727834
(No Genre),1366,Rocky,69,3.789855072463768,3.7106419839493436,13.0,3.2902032833727834
(No Genre),2291,Jacob's Ladder,24,3.9375,3.710071423887735,13.0,3.2902032833727834
(No Genre),37724,Skyfall,24,3.9375,3.710071423887735,13.0,3.2902032833727834
(No Genre),87,Indiana Jones and the Temple of Doom,98,3.7653061224489797,3.7096634476022174,13.0,3.2902032833727834
(No Genre),24226,The Verdict,17,4.029411764705882,3.7090880894615395,13.0,3.2902032833727834
(No Genre),15144,Sixteen Candles,46,3.8260869565217392,3.7080108929465454,13.0,3.2902032833727834
(No Genre),11050,Terms of Endearment,34,3.8676470588235294,3.7079285677414084,13.0,3.2902032833727834
(No Genre),2769,An American in Paris,22,3.9545454545454546,3.707789790967034,13.0,3.2902032833727834
(No Genre),866,Finding Neverland,37,3.8513513513513513,3.705452853676924,13.0,3.2902032833727834
(No Genre),145,Breaking the Waves,20,3.975,3.7052315964801874,13.0,3.2902032833727834
(No Genre),613,Downfall,20,3.975,3.7052315964801874,13.0,3.2902032833727834
(No Genre),170,28 Days Later,52,3.8076923076923075,3.7041945028284027,13.0,3.2902032833727834
(No Genre),704,A Hard Day's Night,30,3.8833333333333333,3.7040149461359575,13.0,3.2902032833727834
(No Genre),31657,Coming Home,13,4.115384615384615,3.702793949378699,13.0,3.2902032833727834
(No Genre),48750,Les Miserables,13,4.115384615384615,3.702793949378699,13.0,3.2902032833727834
(No Genre),11686,Love and Death,13,4.115384615384615,3.702793949378699,13.0,3.2902032833727834
(No Genre),290,Barton Fink,23,3.9347826086956523,3.7020178523290603,13.0,3.2902032833727834
(No Genre),244,King Kong,23,3.9347826086956523,3.7020178523290603,13.0,3.2902032833727834
(No Genre),79,Hero,33,3.8636363636363638,3.701579188779265,13.0,3.2902032833727834
(No Genre),10220,Rounders,36,3.8472222222222223,3.699441687425433,13.0,3.2902032833727834
(No Genre),5924,Papillon,21,3.9523809523809526,3.6991953730543,13.0,3.2902032833727834
(No Genre),1677,Ray,21,3.9523809523809526,3.6991953730543,13.0,3.2902032833727834
(No Genre),673,Harry Potter and the Prisoner of Azkaban,84,3.761904761904762,3.6986870379777956,13.0,3.2902032833727834
(No Genre),9802,The Rock,135,3.737037037037037,3.697788126242204,13.0,3.2902032833727834
(No Genre),16448,Waiting for Guffman,29,3.8793103448275863,3.696967682948719,13.0,3.2902032833727834
(No Genre),11549,Invasion of the Body Snatchers,19,3.973684210526316,3.6960200838701933,13.0,3.2902032833727834
(No Genre),820,JFK,42,3.8214285714285716,3.6958662306153856,13.0,3.2902032833727834
(No Genre),10110,Empire of the Sun,14,4.071428571428571,3.6952830623646733,13.0,3.2902032833727834
(No Genre),940,The Lady Vanishes,14,4.071428571428571,3.6952830623646733,13.0,3.2902032833727834
(No Genre),22625,Circle of Friends,22,3.9318181818181817,3.693504076681319,13.0,3.2902032833727834
(No Genre),11004,Wonder Boys,35,3.842857142857143,3.693180055913462,13.0,3.2902032833727834
(No Genre),6521,The Contender,17,4.0,3.692421422794873,13.0,3.2902032833727834
(No Genre),11450,Quiz Show,90,3.75,3.6919674046975355,13.0,3.2902032833727834
(No Genre),581,Dances with Wolves,202,3.717821782178218,3.691965779924866,13.0,3.2902032833727834
(No Genre),9427,The Full Monty,64,3.7734375,3.691852502387613,13.0,3.2902032833727834
(No Genre),11324,Shutter Island,51,3.7941176470588234,3.6917600419350967,13.0,3.2902032833727834
(No Genre),23210,Six Degrees of Separation,25,3.9,3.6913853337854263,13.0,3.2902032833727834
(No Genre),451,Leaving Las Vegas,101,3.742574257425743,3.690988093717949,13.0,3.2902032833727834
(No Genre),3573,Emma,41,3.817073170731707,3.6902341237749297,13.0,3.2902032833727834
(No Genre),632,Stalag 17,20,3.95,3.6900800813286723,13.0,3.2902032833727834
(No Genre),388,Inside Man,28,3.875,3.689576650825517,13.0,3.2902032833727834
(No Genre),244786,Whiplash,28,3.875,3.689576650825517,13.0,3.2902032833727834
(No Genre),13223,Gran Torino,36,3.8333333333333335,3.68923760579278,13.0,3.2902032833727834
(No Genre),287,Bull Durham,44,3.8068181818181817,3.6889937312955468,13.0,3.2902032833727834
(No Genre),1523,The Last King of Scotland,15,4.033333333333333,3.6883086672802206,13.0,3.2902032833727834
(No Genre),122906,About Time,15,4.033333333333333,3.6883086672802206,13.0,3.2902032833727834
(No Genre),29193,The Spanish Prisoner,23,3.9130434782608696,3.688128963440172,13.0,3.2902032833727834
(No Genre),329,Jurassic Park,274,3.7062043795620436,3.687361124333959,13.0,3.2902032833727834
(No Genre),149,Akira,34,3.838235294117647,3.6866519719967275,13.0,3.2902032833727834
(No Genre),695,Short Cuts,26,3.8846153846153846,3.686478017534517,13.0,3.2902032833727834
(No Genre),1939,Laura,26,3.8846153846153846,3.686478017534517,13.0,3.2902032833727834
(No Genre),10907,The Adventures of Robin Hood,18,3.9722222222222223,3.6862142801240707,13.0,3.2902032833727834
(No Genre),11239,Shall We Dance?,18,3.9722222222222223,3.6862142801240707,13.0,3.2902032833727834
(No Genre),59436,Midnight in Paris,21,3.9285714285714284,3.684489490701358,13.0,3.2902032833727834
(No Genre),11663,The Commitments,21,3.9285714285714284,3.684489490701358,13.0,3.2902032833727834
(No Genre),713,The Piano,78,3.75,3.68431475476754,13.0,3.2902032833727834
(No Genre),137106,The Lego Movie,13,4.076923076923077,3.68356318014793,13.0,3.2902032833727834
(No Genre),9659,Mad Max,35,3.8285714285714287,3.6827633892467952,13.0,3.2902032833727834
(No Genre),9303,Bound,27,3.8703703703703702,3.681816067096155,13.0,3.2902032833727834
(No Genre),9504,Glengarry Glen Ross,27,3.8703703703703702,3.681816067096155,13.0,3.2902032833727834
(No Genre),68734,Argo,19,3.9473684210526314,3.6803950838701933,13.0,3.2902032833727834
(No Genre),9428,The Royal Tenenbaums,69,3.753623188405797,3.6801541790712946,13.0,3.2902032833727834
(No Genre),154,Star Trek II: The Wrath of Khan,72,3.75,3.6796781492217194,13.0,3.2902032833727834
(No Genre),57158,The Hobbit: The Desolation of Smaug,22,3.909090909090909,3.6792183623956056,13.0,3.2902032833727834
(No Genre),10633,In the Heat of the Night,22,3.909090909090909,3.6792183623956056,13.0,3.2902032833727834
(No Genre),756,Fantasia,64,3.7578125,3.6788654894006,13.0,3.2902032833727834
(No Genre),13785,Best in Show,59,3.76271186440678,3.6773978150534194,13.0,3.2902032833727834
(No Genre),1955,The Elephant Man,28,3.857142857142857,3.6773815288742973,13.0,3.2902032833727834
(No Genre),576,The Wild Bunch,14,4.035714285714286,3.676764543846155,13.0,3.2902032833727834
(No Genre),12102,Kramer vs. Kramer,31,3.838709677419355,3.6766509700874135,13.0,3.2902032833727834
(No Genre),12163,The Wrestler,17,3.9705882352941178,3.6757547561282062,13.0,3.2902032833727834
(No Genre),1547,The Lost Boys,20,3.925,3.674928566177157,13.0,3.2902032833727834
(No Genre),11426,From Here to Eternity,20,3.925,3.674928566177157,13.0,3.2902032833727834
(No Genre),1949,Zodiac,20,3.925,3.674928566177157,13.0,3.2902032833727834
(No Genre),6620,Sabrina,23,3.891304347826087,3.6742400745512827,13.0,3.2902032833727834
(No Genre),686,Contact,92,3.7282608695652173,3.6740251684175824,13.0,3.2902032833727834
(No Genre),11159,Secrets & Lies,26,3.8653846153846154,3.6736575047140043,13.0,3.2902032833727834
(No Genre),2898,As Good as It Gets,99,3.7222222222222223,3.6720771668200554,13.0,3.2902032833727834
(No Genre),343,Harold and Maude,44,3.784090909090909,3.6714498716464243,13.0,3.2902032833727834
(No Genre),50014,The Help,15,4.0,3.670451524423078,13.0,3.2902032833727834
(No Genre),12698,The Fog of War,15,4.0,3.670451524423078,13.0,3.2902032833727834
(No Genre),11498,Dead Again,24,3.875,3.6695308833471945,13.0,3.2902032833727834
(No Genre),3291,"Good Night, and Good Luck.",27,3.8518518518518516,3.6693160670961547,13.0,3.2902032833727834
(No Genre),379,Miller's Crossing,27,3.8518518518518516,3.6693160670961547,13.0,3.2902032833727834
(No Genre),392,Chocolat,45,3.7777777777777777,3.668493839376658,13.0,3.2902032833727834
(No Genre),12405,Slumdog Millionaire,52,3.7596153846153846,3.6657329643668644,13.0,3.2902032833727834
(No Genre),1645,A Time to Kill,49,3.7653061224489797,3.6656877852233256,13.0,3.2902032833727834
(No Genre),16320,Serenity,40,3.7875,3.6655215600725697,13.0,3.2902032833727834
(No Genre),11257,A Room with a View,31,3.8225806451612905,3.6652873337237772,13.0,3.2902032833727834
(No Genre),967,Spartacus,19,3.9210526315789473,3.6647700838701933,13.0,3.2902032833727834
(No Genre),398,Capote,19,3.9210526315789473,3.6647700838701933,13.0,3.2902032833727834
(No Genre),2288,Closer,19,3.9210526315789473,3.6647700838701933,13.0,3.2902032833727834
(No Genre),548,Rashomon,16,3.96875,3.6645738856498684,13.0,3.2902032833727834
(No Genre),32513,Cold Comfort Farm,16,3.96875,3.6645738856498684,13.0,3.2902032833727834
(No Genre),16347,Auntie Mame,16,3.96875,3.6645738856498684,13.0,3.2902032833727834
(No Genre),42121,Tender Mercies,13,4.038461538461538,3.6643324109171607,13.0,3.2902032833727834
(No Genre),10911,The Guns of Navarone,13,4.038461538461538,3.6643324109171607,13.0,3.2902032833727834
(No Genre),651,M*A*S*H,59,3.7457627118644066,3.66350892616453,13.0,3.2902032833727834
(No Genre),571,The Birds,51,3.7549019607843137,3.6605100419350967,13.0,3.2902032833727834
(No Genre),2270,Stardust,23,3.869565217391304,3.6603511856623934,13.0,3.2902032833727834
(No Genre),31044,My Favorite Year,20,3.9,3.659777051025642,13.0,3.2902032833727834
(No Genre),10673,Wall Street,20,3.9,3.659777051025642,13.0,3.2902032833727834
(No Genre),2757,Adaptation.,42,3.7738095238095237,3.659502594251749,13.0,3.2902032833727834
(No Genre),10386,The Iron Giant,42,3.7738095238095237,3.659502594251749,13.0,3.2902032833727834
(No Genre),14334,The Secret of Roan Inish,17,3.9411764705882355,3.6590880894615396,13.0,3.2902032833727834
(No Genre),11837,Watership Down,14,4.0,3.658246025327636,13.0,3.2902032833727834
(No Genre),64688,21 Jump Street,14,4.0,3.658246025327636,13.0,3.2902032833727834
(No Genre),4203,Women on the Verge of a Nervous Breakdown,14,4.0,3.658246025327636,13.0,3.2902032833727834
(No Genre),12477,Grave of the Fireflies,14,4.0,3.658246025327636,13.0,3.2902032833727834
(No Genre),284,The Apartment,33,3.803030303030303,3.6581009279096994,13.0,3.2902032833727834
(No Genre),9502,Kung Fu Panda,33,3.803030303030303,3.6581009279096994,13.0,3.2902032833727834
(No Genre),476,Drugstore Cowboy,27,3.8333333333333335,3.656816067096155,13.0,3.2902032833727834
(No Genre),11544,Lilo & Stitch,21,3.880952380952381,3.6550777259954756,13.0,3.2902032833727834
(No Genre),11528,The Sandlot,21,3.880952380952381,3.6550777259954756,13.0,3.2902032833727834
(No Genre),152532,Dallas Buyers Club,21,3.880952380952381,3.6550777259954756,13.0,3.2902032833727834
(No Genre),9390,Jerry Maguire,106,3.69811320754717,3.653551619191985,13.0,3.2902032833727834
(No Genre),9552,The Exorcist,64,3.7265625,3.6528914634265743,13.0,3.2902032833727834
(No Genre),812,Aladdin,215,3.6744186046511627,3.6525115907186234,13.0,3.2902032833727834
(No Genre),2759,"The Adventures of Priscilla, Queen of the Desert",48,3.75,3.652010535800757,13.0,3.2902032833727834
(No Genre),186,Lucky Number Slevin,25,3.84,3.6519116495748998,13.0,3.2902032833727834
(No Genre),19913,(500) Days of Summer,45,3.7555555555555555,3.6512524600663134,13.0,3.2902032833727834
(No Genre),4638,Hot Fuzz,42,3.761904761904762,3.65041168516084,13.0,3.2902032833727834
(No Genre),9576,Tootsie,29,3.810344827586207,3.6493486353296714,13.0,3.2902032833727834
(No Genre),391,A Fistful of Dollars,19,3.8947368421052633,3.6491450838701933,13.0,3.2902032833727834
(No Genre),22881,The Blind Side,19,3.8947368421052633,3.6491450838701933,13.0,3.2902032833727834
(No Genre),12560,The Big Chill,36,3.7777777777777777,3.648421279262167,13.0,3.2902032833727834
(No Genre),527,Once Were Warriors,16,3.9375,3.6473325063395237,13.0,3.2902032833727834
(No Genre),765,Evil Dead II,33,3.787878787878788,3.6472313626923083,13.0,3.2902032833727834
(No Genre),180,Minority Report,115,3.6869565217391305,3.6466612709675483,13.0,3.2902032833727834
(No Genre),712,Four Weddings and a Funeral,122,3.6844262295081966,3.6464640198803417,13.0,3.2902032833727834
(No Genre),606,Out of Africa,30,3.8,3.6458754112522365,13.0,3.2902032833727834
(No Genre),10747,The Outlaw Josey Wales,13,4.0,3.6451016416863915,13.0,3.2902032833727834
(No Genre),234,The Cabinet of Dr. Caligari,13,4.0,3.6451016416863915,13.0,3.2902032833727834
(No Genre),6844,The Ten Commandments,13,4.0,3.6451016416863915,13.0,3.2902032833727834
(No Genre),44214,Black Swan,34,3.7794117647058822,3.644098780507366,13.0,3.2902032833727834
(No Genre),10681,WALL·E,76,3.7039473684210527,3.643512839144339,13.0,3.2902032833727834
(No Genre),76341,Mad Max: Fury Road,31,3.7903225806451615,3.6425600609965048,13.0,3.2902032833727834
(No Genre),10518,Marathon Man,17,3.911764705882353,3.6424214227948726,13.0,3.2902032833727834
(No Genre),9325,The Jungle Book,46,3.739130434782609,3.640214282777054,13.0,3.2902032833727834
(No Genre),6415,Three Kings,46,3.739130434782609,3.640214282777054,13.0,3.2902032833727834
(No Genre),18,The Fifth Element,118,3.6779661016949152,3.639485822014093,13.0,3.2902032833727834
(No Genre),607,Men in Black,190,3.663157894736842,3.6392741018908676,13.0,3.2902032833727834
(No Genre),4464,Seabiscuit,25,3.82,3.6387537548380573,13.0,3.2902032833727834
(No Genre),11973,Thirteen Days,18,3.888888888888889,3.637827183349877,13.0,3.2902032833727834
(No Genre),2054,Mr. Holland's Opus,87,3.689655172413793,3.6377264268384617,13.0,3.2902032833727834
(No Genre),5236,Kiss Kiss Bang Bang,29,3.793103448275862,3.6374438734249095,13.0,3.2902032833727834
(No Genre),8810,Mad Max 2: The Road Warrior,29,3.793103448275862,3.6374438734249095,13.0,3.2902032833727834
(No Genre),8363,Superbad,44,3.7386363636363638,3.6363621523481786,13.0,3.2902032833727834
(No Genre),44264,True Grit,22,3.840909090909091,3.636361219538462,13.0,3.2902032833727834
(No Genre),4518,Elizabeth,48,3.7291666666666665,3.6356170931778062,13.0,3.2902032833727834
(No Genre),983,The Man Who Would Be King,15,3.933333333333333,3.6347372387087917,13.0,3.2902032833727834
(No Genre),9087,The American President,82,3.6890243902439024,3.6344488703562754,13.0,3.2902032833727834
(No Genre),4944,Burn After Reading,30,3.783333333333333,3.6342475042754923,13.0,3.2902032833727834
(No Genre),855,Black Hawk Down,49,3.7244897959183674,3.6334297207071966,13.0,3.2902032833727834
(No Genre),658,Goldfinger,53,3.7169811320754715,3.6329188285431235,13.0,3.2902032833727834
(No Genre),675,Harry Potter and the Order of the Phoenix,38,3.75,3.632796915369533,13.0,3.2902032833727834
(No Genre),11362,The Count of Monte Cristo,23,3.8260869565217392,3.6325734078846157,13.0,3.2902032833727834
(No Genre),70,Million Dollar Baby,65,3.7,3.6317005472287973,13.0,3.2902032833727834
(No Genre),1598,Cape Fear,39,3.7435897435897436,3.6302431285355032,13.0,3.2902032833727834
(No Genre),64,Talk to Her,16,3.90625,3.6300911270291785,13.0,3.2902032833727834
(No Genre),19101,A Little Princess,20,3.85,3.6294740207226117,13.0,3.2902032833727834
(No Genre),9587,Little Women,51,3.715686274509804,3.6292600419350967,13.0,3.2902032833727834
